dr_no,date_occ,date_rptd,time_occ,lat,lon
191319326,2019-09-24T00:00:00.000,2019-09-24T00:00:00.000,2300,34.0057,-118.2715
190317620,2019-07-27T00:00:00.000,2019-07-27T00:00:00.000,0930,34.0347,-118.2792
190316985,2019-07-17T00:00:00.000,2019-07-17T00:00:00.000,1340,34.0327,-118.3002
191318391,2019-09-11T00:00:00.000,2019-09-11T00:00:00.000,0915,34.0273,-118.2671
191315901,2019-07-30T00:00:00.000,2019-07-30T00:00:00.000,2115,34.0128,-118.2653
191315759,2019-07-27T00:00:00.000,2019-07-27T00:00:00.000,1600,34.0138,-118.2653
190317797,2019-07-30T00:00:00.000,2019-07-30T00:00:00.000,1450,34.0291,-118.3002
190316682,2019-07-13T00:00:00.000,2019-07-13T00:00:00.000,2130,34.0282,-118.276
191315814,2019-07-28T00:00:00.000,2019-07-28T00:00:00.000,1640,34.0196,-118.2679
191315437,2019-07-22T00:00:00.000,2019-07-22T00:00:00.000,1700,34.0039,-118.2665
190317646,2019-07-28T00:00:00.000,2019-07-28T00:00:00.000,2025,34.0037,-118.3002
190317153,2019-07-20T00:00:00.000,2019-07-20T00:00:00.000,0024,34.0243,-118.2806
190123590,2019-09-22T00:00:00.000,2019-09-22T00:00:00.000,0945,34.0348,-118.2673
191316068,2019-08-01T00:00:00.000,2019-08-01T00:00:00.000,2050,34.0249,-118.2687
190325360,2019-11-24T00:00:00.000,2019-11-24T00:00:00.000,1910,34.0037,-118.2915
190321142,2019-09-20T00:00:00.000,2019-09-21T00:00:00.000,1820,34.0183,-118.289
190119783,2019-08-01T00:00:00.000,2019-08-01T00:00:00.000,1830,34.0423,-118.2666
190317621,2019-06-28T00:00:00.000,2019-06-28T00:00:00.000,0715,34.0293,-118.2785
192017221,2019-09-22T00:00:00.000,2019-09-22T00:00:00.000,0015,34.04,-118.2984
200315419,2020-08-07T00:00:00.000,2020-08-07T00:00:00.000,1822,34.0099,-118.2941
190317626,2019-07-27T00:00:00.000,2019-07-27T00:00:00.000,1620,34.0146,-118.3045
191319429,2019-09-25T00:00:00.000,2019-09-25T00:00:00.000,0001,34.0272,-118.2685
200315580,2020-08-07T00:00:00.000,2020-08-11T00:00:00.000,1715,34.0309,-118.3024
191318219,2019-09-08T00:00:00.000,2019-09-08T00:00:00.000,1230,34.0143,-118.2653
191318320,2019-09-10T00:00:00.000,2019-09-10T00:00:00.000,0850,34.0288,-118.2675
190317715,2019-07-25T00:00:00.000,2019-07-30T00:00:00.000,1219,34.014,-118.2827
190317798,2019-07-30T00:00:00.000,2019-07-30T00:00:00.000,2000,34.0075,-118.2819
200315684,2020-08-09T00:00:00.000,2020-08-13T00:00:00.000,1300,34.0291,-118.3002
191315886,2019-07-30T00:00:00.000,2019-07-30T00:00:00.000,1107,34.0111,-118.28
191315467,2019-07-22T00:00:00.000,2019-07-22T00:00:00.000,2100,34.0057,-118.2696
190321378,2019-09-24T00:00:00.000,2019-09-24T00:00:00.000,1350,34.0328,-118.2915
200309647,2020-04-07T00:00:00.000,2020-04-07T00:00:00.000,0010,34.0327,-118.3015
191222584,2019-09-13T00:00:00.000,2019-09-13T00:00:00.000,0830,34.0037,-118.29
200309866,2020-04-14T00:00:00.000,2020-04-14T00:00:00.000,1015,34.0061,-118.3034
190317552,2019-07-28T00:00:00.000,2019-07-28T00:00:00.000,0100,34.0184,-118.2806
192016423,2019-09-06T00:00:00.000,2019-09-07T00:00:00.000,2359,34.0401,-118.2848
190321616,2019-09-27T00:00:00.000,2019-09-27T00:00:00.000,0830,34.0287,-118.2915
191322925,2019-11-26T00:00:00.000,2019-11-26T00:00:00.000,1635,34.0048,-118.2652
191318254,2019-09-08T00:00:00.000,2019-09-09T00:00:00.000,2100,34.0047,-118.2783
190320682,2019-09-08T00:00:00.000,2019-09-10T00:00:00.000,1900,34.0182,-118.2824
191318477,2019-09-12T00:00:00.000,2019-09-12T00:00:00.000,1600,34.0293,-118.2685
190320263,2019-09-07T00:00:00.000,2019-09-08T00:00:00.000,0400,34.0273,-118.297
191318234,2019-09-08T00:00:00.000,2019-09-08T00:00:00.000,1610,34.0111,-118.2784
191318290,2019-09-09T00:00:00.000,2019-09-09T00:00:00.000,0800,34.0183,-118.2758
190324781,2019-11-17T00:00:00.000,2019-11-17T00:00:00.000,1425,34.0251,-118.287
221212295,2022-05-23T00:00:00.000,2022-05-23T00:00:00.000,0835,34.0038,-118.2827
191318408,2019-09-07T00:00:00.000,2019-09-11T00:00:00.000,1100,34.0039,-118.2652
191319417,2019-09-17T00:00:00.000,2019-09-17T00:00:00.000,1735,34.0294,-118.2671
191318184,2019-09-07T00:00:00.000,2019-09-07T00:00:00.000,1635,34.0171,-118.2794
190320662,2019-09-13T00:00:00.000,2019-09-13T00:00:00.000,1755,34.0182,-118.2824
190320280,2019-09-08T00:00:00.000,2019-09-08T00:00:00.000,0930,34.0221,-118.2915
191318232,2019-08-27T00:00:00.000,2019-08-27T00:00:00.000,1200,34.0203,-118.2674
191318197,2019-09-07T00:00:00.000,2019-09-08T00:00:00.000,2330,34.016,-118.2743
192016559,2019-09-06T00:00:00.000,2019-09-06T00:00:00.000,0840,34.04,-118.2916
190320598,2019-09-02T00:00:00.000,2019-09-11T00:00:00.000,1830,34.0219,-118.2959
190321336,2019-09-23T00:00:00.000,2019-09-23T00:00:00.000,1315,34.014,-118.2827
192017384,2019-09-25T00:00:00.000,2019-09-25T00:00:00.000,1100,34.04,-118.3033
171315940,2017-07-08T00:00:00.000,2017-07-08T00:00:00.000,1724,34.0038,-118.274
190320402,2019-09-02T00:00:00.000,2019-09-02T00:00:00.000,2015,34.0073,-118.3002
190325359,2019-11-24T00:00:00.000,2019-11-24T00:00:00.000,1320,34.0237,-118.284
191322926,2019-11-26T00:00:00.000,2019-11-27T00:00:00.000,1915,34.0308,-118.2743
190321128,2019-09-20T00:00:00.000,2019-09-20T00:00:00.000,1425,34.0074,-118.29
190123606,2019-09-22T00:00:00.000,2019-09-22T00:00:00.000,0140,34.0363,-118.2733
190321576,2019-09-18T00:00:00.000,2019-09-25T00:00:00.000,2140,34.0073,-118.298
191319044,2019-09-21T00:00:00.000,2019-09-21T00:00:00.000,2300,34.0039,-118.2726
190321518,2019-09-26T00:00:00.000,2019-09-27T00:00:00.000,2314,34.0046,-118.2915
190321209,2019-09-21T00:00:00.000,2019-09-21T00:00:00.000,1410,34.0251,-118.287
190321442,2019-09-25T00:00:00.000,2019-09-25T00:00:00.000,1350,34.0307,-118.2923
190321269,2019-09-04T00:00:00.000,2019-09-04T00:00:00.000,0840,34.0111,-118.2872
190324806,2019-11-17T00:00:00.000,2019-11-17T00:00:00.000,1520,34.0146,-118.2872
190222288,2019-11-25T00:00:00.000,2019-11-25T00:00:00.000,1016,34.0398,-118.278
190325213,2019-11-24T00:00:00.000,2019-11-24T00:00:00.000,0600,34.0237,-118.284
190325260,2019-11-23T00:00:00.000,2019-11-23T00:00:00.000,1640,34.0288,-118.2756
180317103,2018-07-19T00:00:00.000,2018-07-19T00:00:00.000,1545,34.0146,-118.3045
191227678,2019-11-25T00:00:00.000,2019-11-25T00:00:00.000,0815,34.0037,-118.2915
181226412,2018-11-03T00:00:00.000,2018-11-03T00:00:00.000,0115,34.0037,-118.2937
190119850,2019-08-02T00:00:00.000,2019-08-02T00:00:00.000,0740,34.0363,-118.2677
190316617,2019-07-12T00:00:00.000,2019-07-12T00:00:00.000,1940,34.0038,-118.2827
190316687,2019-07-12T00:00:00.000,2019-07-12T00:00:00.000,1117,34.0255,-118.2915
190317749,2019-07-29T00:00:00.000,2019-07-29T00:00:00.000,0200,34.0334,-118.28
190317826,2019-07-31T00:00:00.000,2019-07-31T00:00:00.000,1400,34.0111,-118.2872
190325370,2019-11-25T00:00:00.000,2019-11-25T00:00:00.000,0910,34.0037,-118.2915
190325035,2019-11-21T00:00:00.000,2019-11-21T00:00:00.000,1025,34.0155,-118.3023
191322841,2019-11-25T00:00:00.000,2019-11-26T00:00:00.000,1950,34.021,-118.2779
190325113,2019-11-22T00:00:00.000,2019-11-22T00:00:00.000,1255,34.0109,-118.2941
200211182,2020-06-10T00:00:00.000,2020-06-10T00:00:00.000,1420,34.0423,-118.2771
192020534,2019-11-26T00:00:00.000,2019-11-26T00:00:00.000,0830,34.04,-118.2864
201304532,2020-01-07T00:00:00.000,2020-01-11T00:00:00.000,2345,34.0038,-118.2783
190325159,2019-11-22T00:00:00.000,2019-11-22T00:00:00.000,0730,34.0246,-118.3047
200312358,2020-06-06T00:00:00.000,2020-06-06T00:00:00.000,1320,34.0073,-118.298
200312384,2020-06-06T00:00:00.000,2020-06-07T00:00:00.000,2220,34.0317,-118.284
192013476,2019-07-11T00:00:00.000,2019-07-11T00:00:00.000,1030,34.0421,-118.2879
192013505,2019-07-11T00:00:00.000,2019-07-11T00:00:00.000,2115,34.04,-118.3008
192014324,2019-07-26T00:00:00.000,2019-07-27T00:00:00.000,2300,34.0385,-118.303
190324807,2019-11-17T00:00:00.000,2019-11-17T00:00:00.000,2050,34.0155,-118.2948
192014420,2019-07-29T00:00:00.000,2019-07-29T00:00:00.000,1225,34.04,-118.3008
191316147,2019-08-04T00:00:00.000,2019-08-04T00:00:00.000,1120,34.0039,-118.2652
190325433,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,1220,34.0214,-118.2787
191322651,2019-11-21T00:00:00.000,2019-11-21T00:00:00.000,1350,34.0111,-118.2808
190120023,2019-08-04T00:00:00.000,2019-08-04T00:00:00.000,0830,34.032,-118.2667
191315962,2019-07-30T00:00:00.000,2019-07-30T00:00:00.000,0001,34.0144,-118.2705
190318094,2019-08-04T00:00:00.000,2019-08-05T00:00:00.000,2215,34.0099,-118.2959
190318124,2019-08-04T00:00:00.000,2019-08-04T00:00:00.000,0750,34.0327,-118.3041
190119887,2019-08-02T00:00:00.000,2019-08-03T00:00:00.000,2030,34.0338,-118.2665
190318005,2019-08-03T00:00:00.000,2019-08-03T00:00:00.000,1835,34.0219,-118.3045
190318129,2019-08-04T00:00:00.000,2019-08-04T00:00:00.000,1520,34.0109,-118.2915
190306015,2019-01-31T00:00:00.000,2019-02-01T00:00:00.000,2350,34.0282,-118.2749
190318163,2019-08-06T00:00:00.000,2019-08-06T00:00:00.000,0930,34.0091,-118.3002
200305782,2020-01-30T00:00:00.000,2020-01-30T00:00:00.000,0900,34.0161,-118.2828
201306001,2020-02-05T00:00:00.000,2020-02-05T00:00:00.000,0745,34.0146,-118.2781
192014906,2019-08-07T00:00:00.000,2019-08-07T00:00:00.000,0900,34.0421,-118.2879
190317637,2019-07-29T00:00:00.000,2019-07-29T00:00:00.000,0054,34.0037,-118.298
190318056,2019-08-04T00:00:00.000,2019-08-04T00:00:00.000,0625,34.0273,-118.3002
190318200,2019-08-04T00:00:00.000,2019-08-04T00:00:00.000,2200,34.0155,-118.3002
200306008,2020-02-03T00:00:00.000,2020-02-03T00:00:00.000,1845,34.0242,-118.2938
200306101,2020-02-03T00:00:00.000,2020-02-05T00:00:00.000,2000,34.0317,-118.2769
190318146,2019-08-05T00:00:00.000,2019-08-05T00:00:00.000,0540,34.0038,-118.2827
191316005,2019-07-31T00:00:00.000,2019-07-31T00:00:00.000,2220,34.0335,-118.2726
191316108,2019-08-03T00:00:00.000,2019-08-03T00:00:00.000,1830,34.033,-118.2729
190317946,2019-07-26T00:00:00.000,2019-07-26T00:00:00.000,1930,34.0261,-118.2773
191316255,2019-08-05T00:00:00.000,2019-08-05T00:00:00.000,1500,34.0242,-118.2738
200306175,2020-02-05T00:00:00.000,2020-02-06T00:00:00.000,1415,34.0282,-118.276
201306174,2020-02-07T00:00:00.000,2020-02-07T00:00:00.000,1800,34.0248,-118.2715
191219737,2019-08-04T00:00:00.000,2019-08-04T00:00:00.000,1040,34.0037,-118.2959
190318270,2019-06-27T00:00:00.000,2019-08-08T00:00:00.000,1500,34.0109,-118.3045
200305597,2020-01-27T00:00:00.000,2020-01-27T00:00:00.000,1530,34.0336,-118.2915
200306163,2020-02-05T00:00:00.000,2020-02-05T00:00:00.000,2200,34.0061,-118.3002
190318198,2019-08-02T00:00:00.000,2019-08-02T00:00:00.000,2105,34.0037,-118.2871
191316104,2019-08-03T00:00:00.000,2019-08-03T00:00:00.000,0300,34.0038,-118.2783
200306141,2020-02-04T00:00:00.000,2020-02-04T00:00:00.000,1615,34.0083,-118.2915
200306048,2020-02-03T00:00:00.000,2020-02-04T00:00:00.000,1710,34.014,-118.2819
200305943,2020-02-02T00:00:00.000,2020-02-03T00:00:00.000,2240,34.0183,-118.289
200106205,2020-02-01T00:00:00.000,2020-02-01T00:00:00.000,1345,34.0396,-118.2672
201306405,2020-02-11T00:00:00.000,2020-02-11T00:00:00.000,1530,34.0223,-118.2719
201306412,2020-02-12T00:00:00.000,2020-02-13T00:00:00.000,1640,34.0152,-118.2793
200305865,2020-02-01T00:00:00.000,2020-02-01T00:00:00.000,0530,34.0145,-118.298
201306454,2020-02-13T00:00:00.000,2020-02-13T00:00:00.000,1520,34.033,-118.2729
201306463,2020-02-11T00:00:00.000,2020-02-11T00:00:00.000,1530,34.0038,-118.2783
210306926,2021-03-02T00:00:00.000,2021-03-03T00:00:00.000,2110,34.0228,-118.3002
201312170,2020-06-10T00:00:00.000,2020-06-10T00:00:00.000,1710,34.0152,-118.2793
201305988,2020-02-05T00:00:00.000,2020-02-05T00:00:00.000,0055,34.0308,-118.2743
202005696,2020-02-04T00:00:00.000,2020-02-05T00:00:00.000,0855,34.04,-118.2916
200306035,2020-02-04T00:00:00.000,2020-02-04T00:00:00.000,0745,34.0038,-118.2816
202005491,2020-01-31T00:00:00.000,2020-02-01T00:00:00.000,1034,34.0382,-118.2889
201305811,2020-02-01T00:00:00.000,2020-02-01T00:00:00.000,1300,34.0039,-118.2696
201306118,2020-02-06T00:00:00.000,2020-02-06T00:00:00.000,1525,34.0265,-118.2723
200306157,2020-02-06T00:00:00.000,2020-02-06T00:00:00.000,0040,34.0038,-118.2816
221212367,2022-05-21T00:00:00.000,2022-05-24T00:00:00.000,1415,34.0038,-118.2827
200106422,2020-02-04T00:00:00.000,2020-02-04T00:00:00.000,0750,34.0375,-118.27
200106279,2020-02-02T00:00:00.000,2020-02-02T00:00:00.000,1340,34.0363,-118.2672
200305927,2020-02-02T00:00:00.000,2020-02-02T00:00:00.000,1010,34.0273,-118.2981
201306177,2020-02-08T00:00:00.000,2020-02-08T00:00:00.000,1052,34.0131,-118.274
201305765,2020-02-01T00:00:00.000,2020-02-01T00:00:00.000,0030,34.0038,-118.2783
200306094,2020-02-01T00:00:00.000,2020-02-05T00:00:00.000,1340,34.0357,-118.2915
190118974,2019-07-22T00:00:00.000,2019-07-22T00:00:00.000,1735,34.0364,-118.2707
170321676,2017-09-19T00:00:00.000,2017-09-19T00:00:00.000,1842,34.0146,-118.2872
172017402,2017-09-13T00:00:00.000,2017-09-14T00:00:00.000,1355,34.0382,-118.2916
172017905,2017-09-26T00:00:00.000,2017-09-26T00:00:00.000,1230,34.04,-118.3003
190319385,2019-05-24T00:00:00.000,2019-08-26T00:00:00.000,1830,34.0184,-118.2822
190319437,2019-08-26T00:00:00.000,2019-08-26T00:00:00.000,1550,34.0215,-118.2868
190320542,2019-09-12T00:00:00.000,2019-09-12T00:00:00.000,1500,34.02,-118.2915
190320478,2019-09-07T00:00:00.000,2019-09-07T00:00:00.000,2235,34.0372,-118.276
190320599,2019-09-06T00:00:00.000,2019-09-11T00:00:00.000,0800,34.0291,-118.3002
190320535,2019-09-12T00:00:00.000,2019-09-12T00:00:00.000,0750,34.0219,-118.28
190319653,2019-08-29T00:00:00.000,2019-08-29T00:00:00.000,1120,34.0184,-118.2806
190319788,2019-09-01T00:00:00.000,2019-09-01T00:00:00.000,1520,34.0273,-118.2959
190319899,2019-08-31T00:00:00.000,2019-08-31T00:00:00.000,2355,34.021,-118.2944
190320350,2019-09-09T00:00:00.000,2019-09-09T00:00:00.000,1521,34.0121,-118.3002
190320483,2019-09-07T00:00:00.000,2019-09-11T00:00:00.000,1320,34.0268,-118.2808
190320485,2019-09-11T00:00:00.000,2019-09-11T00:00:00.000,1620,34.0056,-118.2827
190320486,2019-09-11T00:00:00.000,2019-09-11T00:00:00.000,1630,34.019,-118.3029
190320531,2019-09-12T00:00:00.000,2019-09-12T00:00:00.000,1215,34.0307,-118.2923
190320543,2019-09-12T00:00:00.000,2019-09-12T00:00:00.000,1700,34.0167,-118.2811
190320663,2019-09-13T00:00:00.000,2019-09-13T00:00:00.000,1930,34.0038,-118.2827
190320628,2019-09-08T00:00:00.000,2019-09-08T00:00:00.000,2213,34.0145,-118.298
190320631,2019-09-09T00:00:00.000,2019-09-09T00:00:00.000,1600,34.0121,-118.2959
190320633,2019-09-09T00:00:00.000,2019-09-09T00:00:00.000,1630,34.0282,-118.276
190320654,2019-09-11T00:00:00.000,2019-09-11T00:00:00.000,1545,34.0219,-118.2959
190320634,2019-09-10T00:00:00.000,2019-09-10T00:00:00.000,0845,34.0073,-118.298
201315355,2020-08-10T00:00:00.000,2020-08-11T00:00:00.000,1700,34.0346,-118.2724
201305929,2020-02-03T00:00:00.000,2020-02-04T00:00:00.000,0330,34.0111,-118.2774
191318522,2019-09-12T00:00:00.000,2019-09-12T00:00:00.000,0805,34.0048,-118.2652
191318580,2019-09-14T00:00:00.000,2019-09-14T00:00:00.000,1124,34.0203,-118.2716
200312858,2020-06-18T00:00:00.000,2020-06-19T00:00:00.000,1940,34.0109,-118.3045
192013837,2019-07-17T00:00:00.000,2019-07-18T00:00:00.000,2240,34.0372,-118.3003
192013990,2019-07-21T00:00:00.000,2019-07-21T00:00:00.000,1045,34.04,-118.3003
201315441,2020-08-12T00:00:00.000,2020-08-13T00:00:00.000,2200,34.0074,-118.2746
190318055,2019-08-04T00:00:00.000,2019-08-04T00:00:00.000,1540,34.0109,-118.3002
190318222,2019-08-01T00:00:00.000,2019-08-07T00:00:00.000,2300,34.0274,-118.2915
190318374,2019-08-08T00:00:00.000,2019-08-09T00:00:00.000,2200,34.02,-118.2977
201315518,2020-08-15T00:00:00.000,2020-08-15T00:00:00.000,0700,34.0219,-118.2734
200306018,2020-01-25T00:00:00.000,2020-01-25T00:00:00.000,1900,34.0328,-118.2915
191316313,2019-08-05T00:00:00.000,2019-08-05T00:00:00.000,1905,34.0248,-118.2715
191316300,2019-08-06T00:00:00.000,2019-08-07T00:00:00.000,2050,34.0149,-118.2709
190317129,2019-07-20T00:00:00.000,2019-07-21T00:00:00.000,2230,34.0255,-118.3047
191316369,2019-08-07T00:00:00.000,2019-08-08T00:00:00.000,2105,34.0192,-118.2738
191316402,2019-08-08T00:00:00.000,2019-08-08T00:00:00.000,1135,34.0327,-118.2683
191316430,2019-08-08T00:00:00.000,2019-08-08T00:00:00.000,1930,34.0299,-118.2681
190321397,2019-09-24T00:00:00.000,2019-09-24T00:00:00.000,0730,34.0282,-118.276
190321614,2019-09-27T00:00:00.000,2019-09-27T00:00:00.000,0643,34.0173,-118.3002
190321660,2019-09-27T00:00:00.000,2019-09-27T00:00:00.000,0615,34.0037,-118.2915
200305749,2020-01-29T00:00:00.000,2020-01-30T00:00:00.000,2220,34.0293,-118.2785
191220170,2019-08-10T00:00:00.000,2019-08-10T00:00:00.000,1915,34.0038,-118.2827
190216346,2019-08-11T00:00:00.000,2019-08-11T00:00:00.000,0135,34.0396,-118.2805
191316634,2019-08-10T00:00:00.000,2019-08-12T00:00:00.000,1400,34.0039,-118.2652
191316562,2019-08-11T00:00:00.000,2019-08-11T00:00:00.000,0240,34.0234,-118.2654
190318496,2019-08-11T00:00:00.000,2019-08-11T00:00:00.000,1120,34.0038,-118.2816
190216412,2019-08-12T00:00:00.000,2019-08-12T00:00:00.000,0600,34.0407,-118.2773
201312471,2020-06-18T00:00:00.000,2020-06-18T00:00:00.000,1420,34.0271,-118.2736
190120825,2019-08-14T00:00:00.000,2019-08-15T00:00:00.000,1847,34.0407,-118.268
190318219,2019-08-06T00:00:00.000,2019-08-06T00:00:00.000,1815,34.0111,-118.2827
192015326,2019-08-14T00:00:00.000,2019-08-14T00:00:00.000,1000,34.0382,-118.2916
191316677,2019-08-13T00:00:00.000,2019-08-13T00:00:00.000,1500,34.0047,-118.274
191316744,2019-08-14T00:00:00.000,2019-08-14T00:00:00.000,1000,34.0144,-118.2705
190318472,2019-08-09T00:00:00.000,2019-08-11T00:00:00.000,2355,34.0038,-118.2827
201301165,2020-12-13T00:00:00.000,2020-12-13T00:00:00.000,2330,34.0155,-118.2772
191316620,2019-08-12T00:00:00.000,2019-08-12T00:00:00.000,1550,34.0092,-118.2652
190318356,2019-08-08T00:00:00.000,2019-08-08T00:00:00.000,0615,34.0109,-118.2959
190318178,2019-08-05T00:00:00.000,2019-08-05T00:00:00.000,1840,34.0328,-118.297
200113547,2020-05-31T00:00:00.000,2020-06-17T00:00:00.000,1120,34.0349,-118.2669
190318730,2019-08-15T00:00:00.000,2019-08-15T00:00:00.000,1415,34.0327,-118.3002
190216332,2019-08-10T00:00:00.000,2019-08-10T00:00:00.000,1205,34.0407,-118.2773
190318308,2019-08-07T00:00:00.000,2019-08-07T00:00:00.000,1845,34.0246,-118.3002
190318678,2019-08-14T00:00:00.000,2019-08-14T00:00:00.000,1000,34.0351,-118.2915
191316731,2019-08-14T00:00:00.000,2019-08-14T00:00:00.000,0855,34.035,-118.2734
191220603,2019-08-16T00:00:00.000,2019-08-16T00:00:00.000,1605,34.0037,-118.2871
191316513,2019-08-09T00:00:00.000,2019-08-09T00:00:00.000,2340,34.0285,-118.269
190318599,2019-08-13T00:00:00.000,2019-08-13T00:00:00.000,0350,34.0121,-118.3045
191315838,2019-07-28T00:00:00.000,2019-07-29T00:00:00.000,1615,34.0289,-118.2686
191316092,2019-07-24T00:00:00.000,2019-07-24T00:00:00.000,1830,34.0197,-118.2749
190318596,2019-08-12T00:00:00.000,2019-08-12T00:00:00.000,1335,34.0111,-118.2872
191316315,2019-08-06T00:00:00.000,2019-08-06T00:00:00.000,0240,34.0218,-118.2665
201321121,2020-12-11T00:00:00.000,2020-12-11T00:00:00.000,1910,34.0203,-118.2762
190318545,2019-08-11T00:00:00.000,2019-08-11T00:00:00.000,1725,34.0111,-118.2811
190318501,2019-08-11T00:00:00.000,2019-08-11T00:00:00.000,1530,34.0167,-118.2811
191316613,2019-08-12T00:00:00.000,2019-08-12T00:00:00.000,1040,34.0233,-118.2697
192020654,2019-11-29T00:00:00.000,2019-11-29T00:00:00.000,1115,34.04,-118.2916
192015248,2019-08-14T00:00:00.000,2019-08-14T00:00:00.000,0145,34.0382,-118.284
190318447,2019-08-10T00:00:00.000,2019-08-10T00:00:00.000,1122,34.0109,-118.2959
190320747,2019-09-14T00:00:00.000,2019-09-14T00:00:00.000,1700,34.0155,-118.2959
191318736,2019-09-16T00:00:00.000,2019-09-16T00:00:00.000,0840,34.0248,-118.2715
192016743,2019-09-13T00:00:00.000,2019-09-13T00:00:00.000,0750,34.0385,-118.2878
190320986,2019-09-18T00:00:00.000,2019-09-18T00:00:00.000,1230,34.0251,-118.287
201306078,2020-02-03T00:00:00.000,2020-02-06T00:00:00.000,0935,34.0181,-118.2689
191318479,2019-09-12T00:00:00.000,2019-09-12T00:00:00.000,1535,34.0254,-118.2698
200305932,2020-02-02T00:00:00.000,2020-02-02T00:00:00.000,1640,34.0255,-118.2948
201321191,2020-12-13T00:00:00.000,2020-12-13T00:00:00.000,0200,34.0249,-118.2686
190123249,2019-09-17T00:00:00.000,2019-09-17T00:00:00.000,1700,34.0359,-118.2711
190321003,2019-09-17T00:00:00.000,2019-09-18T00:00:00.000,2010,34.0268,-118.2753
201321204,2020-12-14T00:00:00.000,2020-12-14T00:00:00.000,0230,34.0254,-118.2698
190320784,2019-09-15T00:00:00.000,2019-09-15T00:00:00.000,1715,34.0073,-118.2959
191318316,2019-09-09T00:00:00.000,2019-09-10T00:00:00.000,2010,34.021,-118.2712
191318318,2019-09-10T00:00:00.000,2019-09-10T00:00:00.000,1436,34.0254,-118.2729
190320591,2019-09-09T00:00:00.000,2019-09-13T00:00:00.000,1200,34.0243,-118.2806
191318667,2019-09-15T00:00:00.000,2019-09-15T00:00:00.000,1700,34.0173,-118.275
200306021,2020-02-03T00:00:00.000,2020-02-03T00:00:00.000,1430,34.0146,-118.2872
190123146,2019-09-15T00:00:00.000,2019-09-16T00:00:00.000,0445,34.037,-118.2688
190320873,2019-09-17T00:00:00.000,2019-09-17T00:00:00.000,1330,34.0337,-118.3002
200306060,2020-01-31T00:00:00.000,2020-02-04T00:00:00.000,1930,34.0291,-118.3002
191318584,2019-09-13T00:00:00.000,2019-09-13T00:00:00.000,2130,34.0112,-118.2728
190321031,2019-09-18T00:00:00.000,2019-09-18T00:00:00.000,2045,34.0182,-118.2824
190128170,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,0030,34.0407,-118.268
190320762,2019-09-14T00:00:00.000,2019-09-15T00:00:00.000,1800,34.0112,-118.2827
190222470,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,1010,34.0417,-118.275
190324031,2019-11-02T00:00:00.000,2019-11-04T00:00:00.000,1540,34.0273,-118.3024
190320494,2019-09-11T00:00:00.000,2019-09-11T00:00:00.000,1155,34.0352,-118.284
200305702,2020-01-29T00:00:00.000,2020-01-29T00:00:00.000,1450,34.0282,-118.276
190324066,2019-11-05T00:00:00.000,2019-11-05T00:00:00.000,1328,34.0305,-118.2865
191318836,2019-09-18T00:00:00.000,2019-09-18T00:00:00.000,1230,34.0038,-118.2783
190324135,2019-10-26T00:00:00.000,2019-11-05T00:00:00.000,2200,34.01,-118.2872
172018547,2017-10-05T00:00:00.000,2017-10-05T00:00:00.000,2300,34.04,-118.3008
190320822,2019-09-15T00:00:00.000,2019-09-16T00:00:00.000,1220,34.0328,-118.2865
190324148,2019-11-05T00:00:00.000,2019-11-05T00:00:00.000,2000,34.0088,-118.2827
190324248,2019-11-08T00:00:00.000,2019-11-08T00:00:00.000,0920,34.0112,-118.2827
190321040,2019-09-15T00:00:00.000,2019-09-19T00:00:00.000,0030,34.0328,-118.2874
190320788,2019-09-14T00:00:00.000,2019-09-15T00:00:00.000,1830,34.0171,-118.2816
190320670,2019-09-14T00:00:00.000,2019-09-14T00:00:00.000,1220,34.0105,-118.2827
190306829,2019-02-12T00:00:00.000,2019-02-14T00:00:00.000,2050,34.0237,-118.284
201312374,2020-06-16T00:00:00.000,2020-06-16T00:00:00.000,1720,34.0039,-118.2652
190325042,2019-11-21T00:00:00.000,2019-11-21T00:00:00.000,1500,34.01,-118.2872
190325137,2019-11-23T00:00:00.000,2019-11-23T00:00:00.000,1245,34.0182,-118.2824
191318968,2019-09-20T00:00:00.000,2019-09-20T00:00:00.000,1530,34.033,-118.2729
191318551,2019-09-14T00:00:00.000,2019-09-14T00:00:00.000,0221,34.0038,-118.2805
190320928,2019-09-16T00:00:00.000,2019-09-16T00:00:00.000,1729,34.0351,-118.2915
210320246,2021-12-15T00:00:00.000,2021-12-15T00:00:00.000,0855,34.0146,-118.2872
180312559,2018-05-10T00:00:00.000,2018-05-10T00:00:00.000,0245,34.0184,-118.3002
180315515,2018-06-25T00:00:00.000,2018-06-25T00:00:00.000,1320,34.0308,-118.2743
180323665,2018-10-20T00:00:00.000,2018-10-20T00:00:00.000,0445,34.0146,-118.2872
190216718,2019-08-16T00:00:00.000,2019-08-17T00:00:00.000,2230,34.0399,-118.2841
190318378,2019-08-08T00:00:00.000,2019-08-08T00:00:00.000,1820,34.026,-118.2758
190318428,2019-08-09T00:00:00.000,2019-08-09T00:00:00.000,0530,34.0317,-118.2769
190318429,2019-08-09T00:00:00.000,2019-08-09T00:00:00.000,0540,34.0282,-118.276
