dr_no,date_occ,date_rptd,time_occ,lat,lon
190319651,2019-08-24T00:00:00.000,2019-08-24T00:00:00.000,0450,34.0255,-118.3002
230118231,2023-08-20T00:00:00.000,2023-08-20T00:00:00.000,0307,34.0364,-118.2677
230216025,2023-08-24T00:00:00.000,2023-08-24T00:00:00.000,1700,34.0406,-118.2798
230312440,2023-06-19T00:00:00.000,2023-06-20T00:00:00.000,2250,34.0314,-118.284
230314969,2023-08-13T00:00:00.000,2023-08-13T00:00:00.000,0345,34.0184,-118.2915
230315273,2023-08-18T00:00:00.000,2023-08-18T00:00:00.000,1600,34.036,-118.2849
191317382,2019-08-24T00:00:00.000,2019-08-24T00:00:00.000,1630,34.0029,-118.2718
191317498,2019-08-26T00:00:00.000,2019-08-26T00:00:00.000,1615,34.0154,-118.2653
191317701,2019-08-29T00:00:00.000,2019-08-29T00:00:00.000,1420,34.0155,-118.2772
191317730,2019-08-29T00:00:00.000,2019-08-30T00:00:00.000,1720,34.0038,-118.2783
191317749,2019-08-30T00:00:00.000,2019-08-30T00:00:00.000,2000,34.0039,-118.2717
190321441,2019-09-25T00:00:00.000,2019-09-25T00:00:00.000,0830,34.0365,-118.2767
190319764,2019-08-30T00:00:00.000,2019-08-30T00:00:00.000,1350,34.0184,-118.2822
190319787,2019-09-01T00:00:00.000,2019-09-01T00:00:00.000,0700,34.0109,-118.2959
190319732,2019-08-31T00:00:00.000,2019-09-01T00:00:00.000,1850,34.021,-118.3002
190319839,2019-08-31T00:00:00.000,2019-08-31T00:00:00.000,2030,34.0055,-118.29
190300949,2019-09-02T00:00:00.000,2019-09-02T00:00:00.000,1145,34.0219,-118.28
220311061,2022-05-22T00:00:00.000,2022-05-22T00:00:00.000,1445,34.0231,-118.2915
220311185,2022-05-14T00:00:00.000,2022-05-24T00:00:00.000,0120,34.0266,-118.277
220311213,2022-05-24T00:00:00.000,2022-05-25T00:00:00.000,1605,34.0246,-118.2813
220311249,2022-05-25T00:00:00.000,2022-05-25T00:00:00.000,1815,34.0305,-118.2915
191318058,2019-09-05T00:00:00.000,2019-09-05T00:00:00.000,0755,34.0039,-118.2696
170309027,2017-03-18T00:00:00.000,2017-03-18T00:00:00.000,0545,34.0184,-118.2806
170317508,2017-07-22T00:00:00.000,2017-07-22T00:00:00.000,0915,34.0344,-118.2915
171316693,2017-07-20T00:00:00.000,2017-07-20T00:00:00.000,1110,34.0038,-118.274
171318677,2017-08-19T00:00:00.000,2017-08-19T00:00:00.000,1000,34.0039,-118.2696
171324083,2017-11-13T00:00:00.000,2017-11-13T00:00:00.000,1115,34.0025,-118.2652
171326132,2017-12-15T00:00:00.000,2017-12-15T00:00:00.000,0900,34.0154,-118.2653
180105831,2018-01-27T00:00:00.000,2018-01-27T00:00:00.000,0525,34.0349,-118.2669
180107746,2018-02-21T00:00:00.000,2018-02-21T00:00:00.000,1030,34.0391,-118.2659
180108200,2018-02-27T00:00:00.000,2018-02-27T00:00:00.000,0500,34.0407,-118.268
181322753,2018-11-14T00:00:00.000,2018-11-14T00:00:00.000,1555,34.0302,-118.273
190117758,2019-07-07T00:00:00.000,2019-07-07T00:00:00.000,1115,34.0407,-118.268
190117930,2019-07-09T00:00:00.000,2019-07-09T00:00:00.000,1430,34.0338,-118.2665
190118136,2019-07-09T00:00:00.000,2019-07-09T00:00:00.000,0745,34.0352,-118.2654
190316242,2019-07-07T00:00:00.000,2019-07-08T00:00:00.000,2150,34.0073,-118.298
190316402,2019-07-08T00:00:00.000,2019-07-08T00:00:00.000,1415,34.0046,-118.2827
190316502,2019-07-08T00:00:00.000,2019-07-08T00:00:00.000,0640,34.0121,-118.3023
190316518,2019-07-11T00:00:00.000,2019-07-11T00:00:00.000,1400,34.0075,-118.2819
190316523,2019-07-10T00:00:00.000,2019-07-10T00:00:00.000,1530,34.0037,-118.2896
190316539,2019-07-11T00:00:00.000,2019-07-11T00:00:00.000,1640,34.0061,-118.3045
201308500,2020-03-20T00:00:00.000,2020-03-20T00:00:00.000,2205,34.0276,-118.2669
190122390,2019-09-04T00:00:00.000,2019-09-05T00:00:00.000,0920,34.0352,-118.2654
191314213,2019-06-29T00:00:00.000,2019-06-30T00:00:00.000,2250,34.0111,-118.2804
191314432,2019-07-04T00:00:00.000,2019-07-04T00:00:00.000,1000,34.012,-118.2653
210306741,2021-02-24T00:00:00.000,2021-02-24T00:00:00.000,1440,34.0085,-118.3045
192013024,2019-07-01T00:00:00.000,2019-07-01T00:00:00.000,0001,34.0382,-118.2939
192013268,2019-07-04T00:00:00.000,2019-07-04T00:00:00.000,0205,34.04,-118.3003
210116144,2021-09-01T00:00:00.000,2021-09-02T00:00:00.000,2145,34.0419,-118.2669
190316778,2019-07-15T00:00:00.000,2019-07-15T00:00:00.000,0530,34.0064,-118.2915
220315537,2022-08-23T00:00:00.000,2022-08-23T00:00:00.000,0730,34.0121,-118.2959
191314965,2019-07-14T00:00:00.000,2019-07-14T00:00:00.000,1730,34.0238,-118.2693
191315243,2019-07-19T00:00:00.000,2019-07-19T00:00:00.000,1705,34.0038,-118.2783
190317037,2019-07-18T00:00:00.000,2019-07-18T00:00:00.000,0050,34.0317,-118.284
190316952,2019-07-17T00:00:00.000,2019-07-17T00:00:00.000,1340,34.0336,-118.2915
220315827,2022-08-28T00:00:00.000,2022-08-28T00:00:00.000,1100,34.0229,-118.3002
190118475,2019-06-30T00:00:00.000,2019-07-15T00:00:00.000,1825,34.0423,-118.2666
170304817,2017-01-12T00:00:00.000,2017-01-14T00:00:00.000,1625,34.0112,-118.2827
190316841,2019-07-09T00:00:00.000,2019-07-09T00:00:00.000,1630,34.0109,-118.2915
191315011,2019-07-14T00:00:00.000,2019-07-14T00:00:00.000,2330,34.0218,-118.2707
190316903,2019-07-15T00:00:00.000,2019-07-15T00:00:00.000,2135,34.0109,-118.3045
191314913,2019-07-13T00:00:00.000,2019-07-13T00:00:00.000,1355,34.0164,-118.2741
191315046,2019-07-15T00:00:00.000,2019-07-15T00:00:00.000,1150,34.0268,-118.273
190118590,2019-07-09T00:00:00.000,2019-07-09T00:00:00.000,1920,34.0338,-118.2665
190316840,2019-07-14T00:00:00.000,2019-07-14T00:00:00.000,1745,34.0109,-118.2915
211306275,2021-02-22T00:00:00.000,2021-02-22T00:00:00.000,0220,34.0038,-118.2784
200309603,2020-04-08T00:00:00.000,2020-04-08T00:00:00.000,0330,34.0219,-118.3047
200309486,2020-04-05T00:00:00.000,2020-04-05T00:00:00.000,1605,34.0109,-118.2959
190316855,2019-07-15T00:00:00.000,2019-07-16T00:00:00.000,1800,34.0155,-118.2915
200309606,2020-04-06T00:00:00.000,2020-04-06T00:00:00.000,1330,34.0243,-118.2806
200309607,2020-04-07T00:00:00.000,2020-04-07T00:00:00.000,1800,34.0349,-118.2959
211306290,2021-01-19T00:00:00.000,2021-02-22T00:00:00.000,1700,34.0241,-118.272
191315015,2019-07-13T00:00:00.000,2019-07-13T00:00:00.000,0630,34.0111,-118.2774
170315297,2017-06-17T00:00:00.000,2017-06-18T00:00:00.000,2245,34.036,-118.2915
191314981,2019-07-12T00:00:00.000,2019-07-14T00:00:00.000,1030,34.0218,-118.2707
190118655,2019-07-16T00:00:00.000,2019-07-17T00:00:00.000,1220,34.0352,-118.2654
191315055,2019-07-15T00:00:00.000,2019-07-15T00:00:00.000,2258,34.0154,-118.2653
190316880,2019-07-15T00:00:00.000,2019-07-15T00:00:00.000,1420,34.0155,-118.2915
190319719,2019-08-31T00:00:00.000,2019-08-31T00:00:00.000,1725,34.0182,-118.2824
190316905,2019-07-16T00:00:00.000,2019-07-16T00:00:00.000,1500,34.0037,-118.2937
190316928,2019-07-16T00:00:00.000,2019-07-17T00:00:00.000,1920,34.037,-118.2777
191314982,2019-07-14T00:00:00.000,2019-07-14T00:00:00.000,1420,34.0039,-118.2726
191314940,2019-07-13T00:00:00.000,2019-07-13T00:00:00.000,1645,34.0223,-118.2719
191315035,2019-07-15T00:00:00.000,2019-07-15T00:00:00.000,1900,34.012,-118.2653
190316860,2019-07-15T00:00:00.000,2019-07-16T00:00:00.000,1045,34.0235,-118.279
201312380,2020-06-16T00:00:00.000,2020-06-17T00:00:00.000,1910,34.0039,-118.2652
190316637,2019-07-12T00:00:00.000,2019-07-13T00:00:00.000,1110,34.0171,-118.2816
201308941,2020-04-01T00:00:00.000,2020-04-02T00:00:00.000,1830,34.0197,-118.2749
190319850,2019-09-02T00:00:00.000,2019-09-02T00:00:00.000,1400,34.0255,-118.2839
191315065,2019-07-12T00:00:00.000,2019-07-12T00:00:00.000,2120,34.0234,-118.2743
191315012,2019-07-09T00:00:00.000,2019-07-09T00:00:00.000,1830,34.0234,-118.2743
190317063,2019-07-19T00:00:00.000,2019-07-19T00:00:00.000,0935,34.0112,-118.2827
190319848,2019-09-02T00:00:00.000,2019-09-02T00:00:00.000,1630,34.0255,-118.2839
190316875,2019-07-10T00:00:00.000,2019-07-12T00:00:00.000,2115,34.0038,-118.2827
202007450,2020-03-13T00:00:00.000,2020-03-13T00:00:00.000,1320,34.04,-118.2924
190319940,2019-09-03T00:00:00.000,2019-09-03T00:00:00.000,0710,34.014,-118.2827
190320123,2019-09-05T00:00:00.000,2019-09-06T00:00:00.000,1810,34.0252,-118.2827
220315997,2022-08-30T00:00:00.000,2022-08-31T00:00:00.000,1750,34.0062,-118.2827
191317772,2019-08-31T00:00:00.000,2019-08-31T00:00:00.000,1600,34.0111,-118.2789
190319718,2019-08-31T00:00:00.000,2019-08-31T00:00:00.000,1900,34.0146,-118.3045
191312797,2019-06-05T00:00:00.000,2019-06-05T00:00:00.000,1630,34.0183,-118.2758
201309432,2020-04-15T00:00:00.000,2020-04-15T00:00:00.000,1645,34.0048,-118.2652
190319744,2019-08-31T00:00:00.000,2019-08-31T00:00:00.000,1420,34.0109,-118.2915
190319828,2019-08-29T00:00:00.000,2019-09-02T00:00:00.000,0630,34.0111,-118.2812
200309681,2020-04-04T00:00:00.000,2020-04-04T00:00:00.000,1345,34.0112,-118.2827
200309867,2020-04-08T00:00:00.000,2020-04-14T00:00:00.000,1830,34.0291,-118.3015
210315253,2021-09-01T00:00:00.000,2021-09-01T00:00:00.000,1640,34.0351,-118.2915
190319847,2019-09-02T00:00:00.000,2019-09-02T00:00:00.000,1630,34.0237,-118.284
200309877,2020-04-01T00:00:00.000,2020-04-14T00:00:00.000,1530,34.0106,-118.2827
200309645,2020-03-07T00:00:00.000,2020-03-07T00:00:00.000,0300,34.0221,-118.2915
191317852,2019-09-01T00:00:00.000,2019-09-02T00:00:00.000,1900,34.0039,-118.2676
210315298,2021-09-02T00:00:00.000,2021-09-02T00:00:00.000,1845,34.0111,-118.2872
190319778,2019-08-30T00:00:00.000,2019-08-31T00:00:00.000,1225,34.0261,-118.2773
210315333,2021-09-03T00:00:00.000,2021-09-03T00:00:00.000,1540,34.022,-118.28
191314631,2019-07-06T00:00:00.000,2019-07-06T00:00:00.000,2340,34.0039,-118.2726
200309925,2020-04-14T00:00:00.000,2020-04-15T00:00:00.000,0730,34.0062,-118.2872
192020483,2019-11-24T00:00:00.000,2019-11-24T00:00:00.000,1530,34.0391,-118.3003
190319717,2019-08-31T00:00:00.000,2019-08-31T00:00:00.000,1505,34.0109,-118.3045
191317825,2019-07-25T00:00:00.000,2019-07-25T00:00:00.000,1150,34.0082,-118.2652
201309462,2020-04-16T00:00:00.000,2020-04-16T00:00:00.000,0630,34.0254,-118.2698
200309636,2020-04-09T00:00:00.000,2020-04-09T00:00:00.000,0245,34.0055,-118.2915
190319742,2019-09-01T00:00:00.000,2019-09-01T00:00:00.000,0430,34.0219,-118.3045
181210505,2018-03-31T00:00:00.000,2018-03-31T00:00:00.000,1710,34.0037,-118.3002
200309943,2020-04-15T00:00:00.000,2020-04-16T00:00:00.000,2255,34.0219,-118.28
190322119,2019-10-05T00:00:00.000,2019-10-05T00:00:00.000,1230,34.0055,-118.2915
190322189,2019-10-04T00:00:00.000,2019-10-06T00:00:00.000,1750,34.0056,-118.2827
190324253,2019-11-07T00:00:00.000,2019-11-07T00:00:00.000,1520,34.0109,-118.3045
190324291,2019-11-08T00:00:00.000,2019-11-08T00:00:00.000,1445,34.0268,-118.2808
190324339,2019-11-09T00:00:00.000,2019-11-09T00:00:00.000,2020,34.0121,-118.3002
190122956,2019-09-11T00:00:00.000,2019-09-11T00:00:00.000,1425,34.0333,-118.2657
200309868,2019-10-17T00:00:00.000,2020-04-14T00:00:00.000,0930,34.0282,-118.2749
190325062,2019-11-20T00:00:00.000,2019-11-21T00:00:00.000,0735,34.0037,-118.3002
190324774,2019-11-17T00:00:00.000,2019-11-17T00:00:00.000,1100,34.0037,-118.3002
190324736,2019-11-16T00:00:00.000,2019-11-16T00:00:00.000,1500,34.037,-118.3003
190324810,2019-11-17T00:00:00.000,2019-11-17T00:00:00.000,2000,34.0171,-118.2816
191322384,2019-11-15T00:00:00.000,2019-11-15T00:00:00.000,1920,34.0258,-118.2708
200309787,2020-04-10T00:00:00.000,2020-04-11T00:00:00.000,1220,34.0328,-118.2785
180313371,2018-05-22T00:00:00.000,2018-05-22T00:00:00.000,0800,34.0073,-118.3002
180314565,2018-02-24T00:00:00.000,2018-06-12T00:00:00.000,1730,34.0299,-118.2749
180315598,2018-06-26T00:00:00.000,2018-06-26T00:00:00.000,1455,34.0299,-118.2749
180316566,2018-07-12T00:00:00.000,2018-07-12T00:00:00.000,0400,34.0305,-118.2865
181316434,2018-07-28T00:00:00.000,2018-07-28T00:00:00.000,1930,34.0194,-118.2722
190316951,2019-07-11T00:00:00.000,2019-07-11T00:00:00.000,2100,34.0168,-118.2915
190317120,2019-07-17T00:00:00.000,2019-07-20T00:00:00.000,0900,34.036,-118.2915
172008950,2017-04-07T00:00:00.000,2017-04-07T00:00:00.000,2300,34.04,-118.2906
190127802,2019-11-23T00:00:00.000,2019-11-23T00:00:00.000,1415,34.0342,-118.2673
190319890,2019-09-01T00:00:00.000,2019-09-02T00:00:00.000,1900,34.0073,-118.2894
190319937,2019-09-01T00:00:00.000,2019-09-01T00:00:00.000,2030,34.0111,-118.2827
191315220,2019-07-18T00:00:00.000,2019-07-18T00:00:00.000,0910,34.0316,-118.2657
190319994,2019-09-04T00:00:00.000,2019-09-04T00:00:00.000,0811,34.0255,-118.3002
190118500,2019-07-14T00:00:00.000,2019-07-16T00:00:00.000,2130,34.0333,-118.2697
190320070,2019-09-04T00:00:00.000,2019-09-04T00:00:00.000,2000,34.0255,-118.2839
190320125,2019-09-04T00:00:00.000,2019-09-04T00:00:00.000,1130,34.0111,-118.2872
200309782,2020-04-11T00:00:00.000,2020-04-11T00:00:00.000,0423,34.0146,-118.2872
190320157,2019-09-05T00:00:00.000,2019-09-06T00:00:00.000,1140,34.0268,-118.2753
190320158,2019-09-06T00:00:00.000,2019-09-06T00:00:00.000,0640,34.0328,-118.2915
190320372,2019-09-09T00:00:00.000,2019-09-09T00:00:00.000,1630,34.0145,-118.3045
201210636,2020-04-08T00:00:00.000,2020-04-08T00:00:00.000,2215,34.0037,-118.29
191322843,2019-11-25T00:00:00.000,2019-11-26T00:00:00.000,2030,34.0141,-118.277
190320403,2019-09-06T00:00:00.000,2019-09-06T00:00:00.000,2100,34.0037,-118.29
190320653,2019-09-11T00:00:00.000,2019-09-11T00:00:00.000,1615,34.0261,-118.2773
190320657,2019-09-12T00:00:00.000,2019-09-12T00:00:00.000,2015,34.0111,-118.2827
190320661,2019-09-13T00:00:00.000,2019-09-13T00:00:00.000,1930,34.0273,-118.3024
190320773,2019-09-15T00:00:00.000,2019-09-15T00:00:00.000,1455,34.0112,-118.2827
190320984,2019-09-17T00:00:00.000,2019-09-17T00:00:00.000,2130,34.0255,-118.2915
190320938,2019-09-17T00:00:00.000,2019-09-17T00:00:00.000,1650,34.0317,-118.2769
190320968,2019-08-24T00:00:00.000,2019-08-24T00:00:00.000,2310,34.0237,-118.284
190320982,2019-09-17T00:00:00.000,2019-09-17T00:00:00.000,2045,34.0327,-118.3002
190320940,2019-09-17T00:00:00.000,2019-09-17T00:00:00.000,1900,34.0317,-118.2769
190321006,2019-09-18T00:00:00.000,2019-09-18T00:00:00.000,1550,34.0278,-118.281
200309835,2020-04-13T00:00:00.000,2020-04-13T00:00:00.000,1230,34.0112,-118.2827
191315240,2019-07-18T00:00:00.000,2019-07-19T00:00:00.000,1132,34.0316,-118.2657
190317347,2019-07-23T00:00:00.000,2019-07-23T00:00:00.000,0830,34.0173,-118.3002
191315431,2019-07-22T00:00:00.000,2019-07-22T00:00:00.000,1615,34.0102,-118.2653
190317247,2019-07-21T00:00:00.000,2019-07-22T00:00:00.000,1320,34.0055,-118.2937
190317265,2019-07-21T00:00:00.000,2019-07-21T00:00:00.000,2145,34.0111,-118.2827
190317382,2019-07-13T00:00:00.000,2019-07-15T00:00:00.000,2000,34.0284,-118.2882
190317457,2019-07-25T00:00:00.000,2019-07-25T00:00:00.000,1810,34.0282,-118.276
190317365,2019-07-23T00:00:00.000,2019-07-23T00:00:00.000,0850,34.0112,-118.2827
190317034,2019-07-17T00:00:00.000,2019-07-17T00:00:00.000,1200,34.0079,-118.2827
190317342,2019-07-23T00:00:00.000,2019-07-23T00:00:00.000,1230,34.0231,-118.2915
190317258,2019-07-22T00:00:00.000,2019-07-22T00:00:00.000,1225,34.0073,-118.298
191318734,2019-09-14T00:00:00.000,2019-09-16T00:00:00.000,1900,34.0074,-118.2704
191316314,2019-08-02T00:00:00.000,2019-08-02T00:00:00.000,0715,34.0289,-118.2686
191318957,2019-09-20T00:00:00.000,2019-09-20T00:00:00.000,0900,34.0121,-118.2768
190317384,2019-07-20T00:00:00.000,2019-07-22T00:00:00.000,2255,34.0255,-118.3027
191319012,2019-09-21T00:00:00.000,2019-09-21T00:00:00.000,0519,34.0335,-118.2726
191315473,2019-07-23T00:00:00.000,2019-07-23T00:00:00.000,1240,34.0038,-118.274
190317036,2019-07-17T00:00:00.000,2019-07-17T00:00:00.000,1150,34.01,-118.2915
190317267,2019-07-21T00:00:00.000,2019-07-21T00:00:00.000,1631,34.0037,-118.2878
190325102,2019-11-22T00:00:00.000,2019-11-22T00:00:00.000,1420,34.0328,-118.2943
191222309,2019-09-06T00:00:00.000,2019-09-06T00:00:00.000,1200,34.0037,-118.2937
211306668,2021-03-01T00:00:00.000,2021-03-01T00:00:00.000,1530,34.0029,-118.2718
190321207,2019-09-19T00:00:00.000,2019-09-19T00:00:00.000,1605,34.0063,-118.2827
191319468,2019-09-26T00:00:00.000,2019-09-27T00:00:00.000,1915,34.0039,-118.2652
191318560,2019-09-14T00:00:00.000,2019-09-14T00:00:00.000,1125,34.0203,-118.2716
190123928,2019-09-27T00:00:00.000,2019-09-27T00:00:00.000,0830,34.0388,-118.2717
190123931,2019-09-26T00:00:00.000,2019-09-26T00:00:00.000,1120,34.0352,-118.2654
190325141,2019-11-22T00:00:00.000,2019-11-23T00:00:00.000,1640,34.0109,-118.3002
190321227,2019-09-22T00:00:00.000,2019-09-22T00:00:00.000,1425,34.0282,-118.276
190321390,2019-09-24T00:00:00.000,2019-09-24T00:00:00.000,1330,34.0037,-118.3045
190321525,2019-09-24T00:00:00.000,2019-09-24T00:00:00.000,1620,34.0054,-118.2827
191322681,2019-11-22T00:00:00.000,2019-11-22T00:00:00.000,1100,34.0112,-118.2686
191319076,2019-09-22T00:00:00.000,2019-09-22T00:00:00.000,1800,34.0193,-118.2785
190324828,2019-11-17T00:00:00.000,2019-11-17T00:00:00.000,2348,34.0184,-118.2806
190321107,2019-09-19T00:00:00.000,2019-09-19T00:00:00.000,1720,34.0109,-118.2941
191319034,2019-09-21T00:00:00.000,2019-09-21T00:00:00.000,1250,34.0226,-118.266
191319137,2019-09-23T00:00:00.000,2019-09-23T00:00:00.000,1100,34.0186,-118.2657
200309834,2020-04-13T00:00:00.000,2020-04-13T00:00:00.000,0650,34.0055,-118.2948
190122275,2019-09-03T00:00:00.000,2019-09-03T00:00:00.000,1510,34.0401,-118.2668
190122409,2019-07-06T00:00:00.000,2019-09-05T00:00:00.000,1410,34.0423,-118.2666
190122522,2019-09-06T00:00:00.000,2019-09-07T00:00:00.000,1905,34.0399,-118.2677
190321500,2019-09-26T00:00:00.000,2019-09-26T00:00:00.000,1350,34.0371,-118.284
190325173,2019-11-24T00:00:00.000,2019-11-24T00:00:00.000,0325,34.0251,-118.287
191324641,2019-12-09T00:00:00.000,2019-12-09T00:00:00.000,0300,34.0038,-118.274
191221734,2019-09-01T00:00:00.000,2019-09-01T00:00:00.000,1230,34.0038,-118.2827
191318021,2019-09-04T00:00:00.000,2019-09-04T00:00:00.000,1800,34.0162,-118.2672
200309842,2020-04-13T00:00:00.000,2020-04-13T00:00:00.000,2115,34.0075,-118.2819
200321641,2020-12-12T00:00:00.000,2020-12-12T00:00:00.000,1730,34.0347,-118.2792
200321651,2020-12-12T00:00:00.000,2020-12-12T00:00:00.000,2005,34.0037,-118.3013
191318420,2019-09-11T00:00:00.000,2019-09-11T00:00:00.000,1900,34.0187,-118.2726
191222514,2019-09-12T00:00:00.000,2019-09-12T00:00:00.000,0725,34.0027,-118.2915
191322928,2019-11-26T00:00:00.000,2019-11-27T00:00:00.000,2100,34.0038,-118.274
190119095,2019-07-24T00:00:00.000,2019-07-24T00:00:00.000,1020,34.0353,-118.2698
200321703,2020-12-11T00:00:00.000,2020-12-11T00:00:00.000,2124,34.0266,-118.277
200309648,2020-04-08T00:00:00.000,2020-04-08T00:00:00.000,2035,34.0073,-118.2894
190313343,2019-05-21T00:00:00.000,2019-05-21T00:00:00.000,1350,34.0182,-118.2824
190316094,2019-07-04T00:00:00.000,2019-07-04T00:00:00.000,1520,34.0054,-118.2827
190317266,2019-07-21T00:00:00.000,2019-07-21T00:00:00.000,1330,34.0092,-118.2827
190317349,2019-07-21T00:00:00.000,2019-07-21T00:00:00.000,1345,34.0165,-118.3045
190317426,2019-07-24T00:00:00.000,2019-07-24T00:00:00.000,1600,34.0336,-118.2865
190317428,2019-07-24T00:00:00.000,2019-07-24T00:00:00.000,2045,34.0037,-118.3002
190317446,2019-07-22T00:00:00.000,2019-07-24T00:00:00.000,0936,34.036,-118.2915
190317208,2019-07-16T00:00:00.000,2019-07-22T00:00:00.000,1200,34.0274,-118.284
190317450,2019-07-25T00:00:00.000,2019-07-25T00:00:00.000,0830,34.0173,-118.2949
190325169,2019-11-23T00:00:00.000,2019-11-23T00:00:00.000,1820,34.0145,-118.3045
200321736,2020-12-14T00:00:00.000,2020-12-14T00:00:00.000,1200,34.0346,-118.3003
200321841,2020-12-16T00:00:00.000,2020-12-16T00:00:00.000,1440,34.0235,-118.279
201321704,2020-12-25T00:00:00.000,2020-12-25T00:00:00.000,1605,34.0038,-118.2784
190123943,2019-09-27T00:00:00.000,2019-09-27T00:00:00.000,1710,34.0333,-118.2657
190320017,2019-09-04T00:00:00.000,2019-09-04T00:00:00.000,0810,34.0111,-118.2872
200305664,2020-01-28T00:00:00.000,2020-01-28T00:00:00.000,2000,34.0309,-118.2821
200321891,2020-12-17T00:00:00.000,2020-12-17T00:00:00.000,1920,34.0155,-118.3002
191315274,2019-07-19T00:00:00.000,2019-07-19T00:00:00.000,1250,34.0039,-118.2685
191315302,2019-07-19T00:00:00.000,2019-07-19T00:00:00.000,1850,34.0336,-118.2703
200305676,2020-01-27T00:00:00.000,2020-01-27T00:00:00.000,0330,34.0055,-118.298
191315362,2019-07-18T00:00:00.000,2019-07-18T00:00:00.000,2245,34.0066,-118.2685
191315379,2019-07-21T00:00:00.000,2019-07-22T00:00:00.000,2056,34.0102,-118.2653
191315408,2019-07-22T00:00:00.000,2019-07-22T00:00:00.000,0730,34.0111,-118.2774
191315411,2019-07-22T00:00:00.000,2019-07-22T00:00:00.000,1540,34.0293,-118.2685
191315446,2019-07-23T00:00:00.000,2019-07-23T00:00:00.000,0025,34.0308,-118.2743
191315488,2019-07-22T00:00:00.000,2019-07-22T00:00:00.000,1300,34.0112,-118.268
191315574,2019-07-24T00:00:00.000,2019-07-24T00:00:00.000,0810,34.0111,-118.28
191315612,2019-07-25T00:00:00.000,2019-07-25T00:00:00.000,1730,34.0289,-118.2661
191315499,2019-07-23T00:00:00.000,2019-07-23T00:00:00.000,1720,34.0039,-118.2717
191315645,2019-07-25T00:00:00.000,2019-07-25T00:00:00.000,1720,34.0254,-118.2698
200305798,2020-01-30T00:00:00.000,2020-01-30T00:00:00.000,2200,34.0237,-118.3002
191322647,2019-11-20T00:00:00.000,2019-11-21T00:00:00.000,1300,34.0039,-118.274
200305866,2020-01-31T00:00:00.000,2020-01-31T00:00:00.000,1415,34.0219,-118.28
191318321,2019-09-09T00:00:00.000,2019-09-10T00:00:00.000,1900,34.0066,-118.274
201309288,2020-04-11T00:00:00.000,2020-04-12T00:00:00.000,2130,34.0056,-118.2784
190321203,2019-09-10T00:00:00.000,2019-09-10T00:00:00.000,1916,34.0184,-118.2822
190317555,2019-07-28T00:00:00.000,2019-07-28T00:00:00.000,0110,34.0184,-118.2807
191315757,2019-07-27T00:00:00.000,2019-07-27T00:00:00.000,1350,34.0186,-118.2657
190320539,2019-09-11T00:00:00.000,2019-09-11T00:00:00.000,1130,34.0246,-118.2772
190119373,2019-07-27T00:00:00.000,2019-07-27T00:00:00.000,1505,34.0395,-118.2656
191219201,2019-07-27T00:00:00.000,2019-07-28T00:00:00.000,0830,34.0027,-118.2896
191316057,2019-08-02T00:00:00.000,2019-08-02T00:00:00.000,1600,34.033,-118.2729
190317712,2019-07-29T00:00:00.000,2019-07-29T00:00:00.000,1110,34.0251,-118.287
191318520,2019-09-12T00:00:00.000,2019-09-12T00:00:00.000,2220,34.0111,-118.274
191315472,2019-07-23T00:00:00.000,2019-07-23T00:00:00.000,0900,34.0265,-118.2723
191315847,2019-07-29T00:00:00.000,2019-07-29T00:00:00.000,1730,34.0153,-118.2748
190317919,2019-07-29T00:00:00.000,2019-07-31T00:00:00.000,0925,34.0303,-118.284
190321266,2019-09-23T00:00:00.000,2019-09-23T00:00:00.000,0630,34.0355,-118.3003
190316957,2019-07-16T00:00:00.000,2019-07-17T00:00:00.000,0800,34.0272,-118.2937
190119337,2019-07-27T00:00:00.000,2019-07-27T00:00:00.000,0125,34.0402,-118.2684
191315727,2019-07-19T00:00:00.000,2019-07-19T00:00:00.000,1900,34.0294,-118.2671
190317799,2019-07-29T00:00:00.000,2019-07-31T00:00:00.000,1428,34.0309,-118.3024
190316986,2019-07-10T00:00:00.000,2019-07-10T00:00:00.000,1900,34.0155,-118.3034
191315756,2019-07-27T00:00:00.000,2019-07-27T00:00:00.000,1510,34.0038,-118.274
190321308,2019-09-23T00:00:00.000,2019-09-23T00:00:00.000,1115,34.0355,-118.3003
190317821,2019-07-31T00:00:00.000,2019-07-31T00:00:00.000,1730,34.0377,-118.2793
191318387,2019-09-05T00:00:00.000,2019-09-05T00:00:00.000,1235,34.0038,-118.2783
190320348,2019-05-12T00:00:00.000,2019-08-28T00:00:00.000,2000,34.0182,-118.2824
191315931,2019-07-31T00:00:00.000,2019-07-31T00:00:00.000,1000,34.0111,-118.2789
191315484,2019-07-23T00:00:00.000,2019-07-23T00:00:00.000,1015,34.0144,-118.2705
190317790,2019-07-30T00:00:00.000,2019-07-31T00:00:00.000,1400,34.0083,-118.2827
191318186,2019-08-31T00:00:00.000,2019-09-07T00:00:00.000,1350,34.0092,-118.2784
190119516,2019-07-29T00:00:00.000,2019-07-29T00:00:00.000,1833,34.0372,-118.2694
190324844,2019-11-18T00:00:00.000,2019-11-18T00:00:00.000,0905,34.0109,-118.3045
190317872,2019-07-29T00:00:00.000,2019-08-01T00:00:00.000,0950,34.0237,-118.284
191316047,2019-08-02T00:00:00.000,2019-08-02T00:00:00.000,1300,34.0155,-118.2772
